"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Optimized Arrangement of Cables in Cable Tunnel of Substation Considering Fireproof Performance","J. Liang; G. Feng; Y. Tian","School of Electrical Engineering, Xi'an University of Technology, Xi'an, China; School of Electrical Engineering, Xi'an University of Technology, Xi'an, China; School of Electrical Engineering, Xi'an University of Technology, Xi'an, China",2022 IEEE International Conference on High Voltage Engineering and Applications (ICHVE),"2 Dec 2022","2022","","","1","4","Cable tunnel fire is a major cause of accidents in substations. Nowadays, a large number of cables are spread out in cable tunnels of substations, and the cable layout in the cable tunnel is dense and non-standard way, which may be prone to a cable fire. In order to improve fireproof performance in cable tunnels of substations, numerical simulations of the fireproof performance of the cable tunnels were performed using the Fire Dynamics Simulator by changing the overall arrangement of the high-voltage cables in cable tunnels. The simulation results show that the temperature, CO and CO2 concentrations, and fire heat release rate follow the same trend for each monitoring point under different layouts of high voltage cables in cable tunnels of substations. The heat release rate of cable fires is minimized when high-voltage cables are arranged in “one” and “triangle” types, with the interlayer distance being 0.65m and 1.15m respectively. Moreover, the preferred layout type may be the “triangle” type arrangement when laying cables in cable tunnels of substations. The paper provide an optimized arrangement method of cable in cable tunnels of substations.","2474-3852","978-1-6654-0750-2","10.1109/ICHVE53725.2022.9961741","State Grid Corporation of China(grant numbers:5200-201932093A-0-0-00); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9961741","cable tunnel;cable fire;heat release rate;numerical simulation","Heating systems;Substations;Simulation;Layout;High-voltage techniques;Flame retardants;Market research","","3","","13","IEEE","2 Dec 2022","25-29 Sept. 2022","25-29 Sept. 2022","IEEE","IEEE Conferences"
"Measurement Trials and Modeling of Radio Propagation Through Small-Scale Fire Using Pinus pinaster Fuel Bed","S. Faria; M. Vala; P. Coimbra; N. Leonor; J. M. Felício; C. A. Fernandes; C. Salema; R. F. S. Caldeirinha","Instituto de Telecomunicações, Leiria, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Instituto de Telecomunicações, Lisbon, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Instituto de Telecomunicações, Lisbon, Portugal; Instituto de Telecomunicações, Lisbon, Portugal; Instituto de Telecomunicações, Lisbon, Portugal; Instituto de Telecomunicações, Leiria, Portugal",IEEE Antennas and Wireless Propagation Letters,"2 Mar 2023","2023","22","3","581","585","This letter presents measurement results and initial physical modeling of the radiowave propagation phenomena in the presence of fire using Pinus pinaster fuel heaps. To this extent, this letter reports on small-scale measurement trials carried out at 700 MHz on Pinus pinaster fuel bed on fire and subsequent validation of simulation results of the propagation phenomena behavior based on the intertwined use of both the fire dynamics simulator and the cold plasma model. Excess attenuation of up to 1.52 dB was observed in measured results, which is thought to be critical considering it is a small-scale fire scenario composed of a 1 × 1 m$^{2}$ with 0.6 kg of pine needles","1548-5757","","10.1109/LAWP.2022.3218935","FCT/MEC; FEDER PT2020; RESCuE-TOOL(grant numbers:PCIF/SSI/0194/2017,UID/EEA/50008/2019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9935109","Attenuation;ionization;radiowave propagation;wildfire","Furnaces;Plasmas;Fires;Attenuation;Apertures;Temperature measurement;Fuels","","1","","16","IEEE","2 Nov 2022","March 2023","","IEEE","IEEE Journals"
"Numerical investigation of the impact of different configurations and aspect ratios on dense gas dispersion in urban street canyons","R. Yang; J. Zhang; S. Shen; X. Li; J. Chen","Center for Public Safety Research, Department of Engineering Physics, Tsinghua University, Beijing 100084, China; Center for Public Safety Research, Department of Engineering Physics, Tsinghua University, Beijing 100084, China; Center for Public Safety Research, Department of Engineering Physics, Tsinghua University, Beijing 100084, China; Center for Public Safety Research, Department of Engineering Physics, Tsinghua University, Beijing 100084, China; Center for Public Safety Research, Department of Engineering Physics, Tsinghua University, Beijing 100084, China",Tsinghua Science and Technology,"17 Jan 2012","2007","12","3","345","351","The dispersion of chlorine gas in urban street canyons was numerically simulated using the fire dynamics simulator, a code developed by the National Institute of Standards and Technology of USA, which uses large eddy simulation coupled with the Smagorinsky sub-grid scale model. The unsteady flow fields were computed by solving the filtered incompressible Navier-Stokes equations under low Mach number approximation by the finite difference method. The studies analyzed the influence of different street canyon configurations and aspect ratios on the flow and chlorine gas dispersion. The geometric configuration and aspect ratio both affect the vortices and the local concentration distributions in street canyons.","1007-0214","","10.1016/S1007-0214(07)70051-2","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6076224","dense gas;street canyon;dispersion;large eddy simulation","Buildings;Dispersion;Numerical models;Geometry;Mathematical model;Computational modeling;Boundary conditions","","","","","","17 Jan 2012","June 2007","","TUP","TUP Journals"
"Numerical investigation of fire smoke transport in the Tsinghua University Sports Center","J. Chen; H. Chen; S. Fu","Department of Engineering Mechanics, Tsinghua University, Beijing 100084, China; Department of Engineering Mechanics, Tsinghua University, Beijing 100084, China; Department of Engineering Mechanics, Tsinghua University, Beijing 100084, China",Tsinghua Science and Technology,"17 Jan 2012","2005","10","5","618","622","Fire Dynamics Simulator v3.0 was used to investigate and assess fire smoke transport and management in a realistic indoor sports center. An atrium fire test case illustrated the code's superiority over code-type empirical models for both accuracy and capability. Four fire scenarios in the Tsinghua University Sports Center were then simulated. The smoke layer's descent speed was predicted for each case. The importance of the door effect was revealed and an additional mechanical ventilation system for the building was proved to be of no help. The door effect must be carefully considered in future fire safety designs.","1007-0214","","10.1016/S1007-0214(05)70128-0","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6075834","computational fluid dynamics (CFD);sports center fire;door effect;smoke management","Fires;Computational fluid dynamics;Mathematical model;Ventilation;Computational modeling;Heating","","","","","","17 Jan 2012","Oct. 2005","","TUP","TUP Journals"
"A methodology for fire data analysis based on pattern recognition towards the disaster management","S. Rasouli; O. -C. Granmo; J. Radianti","Department of Information and Communication Technology, University of Agder, Grimstad, Norway; Department of Information and Communication Technology, University of Agder, Grimstad, Norway; Department of Information and Communication Technology, University of Agder, Grimstad, Norway",2015 2nd International Conference on Information and Communication Technologies for Disaster Management (ICT-DM),"11 Feb 2016","2015","","","130","137","The aim of this paper is to investigate a proposed strategy for fire disaster analysis that is implemented based on pattern recognition technique in order to achieve a methodology for disaster management. Since the fire hazard has severe effects onto human and properties, it is essential to predict and possibly prevent it. Almost every fire produces some issues, such as heat, smoke, gas, and flame, which are sensible and measurable via devices or detection systems. The fire behavior is relevant to these issues. In this research, temperature, heat radiation, and visibility (smoke) data of fire that have been obtained from Fire Dynamics Simulator (FDS) are used for analysis. The location of the fire is supposed to be in a room in the middle of the building. Also, a neighborhood containing several rooms and corridors is selected around the firing room. We have used Decision Tree learning technique to classify the data and predict the fire data. Three different scenarios have been defined to evaluate the effect of distance and time in recognition of the fire pattern. KNIME has been used for implementation of pattern recognition technique in which all fire data can be classified based on the data in the firing room. The authenticity of proposed strategy is examined via the scenarios. Statistical analysis using KNIME and MATLAB show the high accuracy (at the level of 0.9 with acceptable confidence interval) in all cases. Also, the profile of the accuracy has a logical process, according to the time and distance in most of the cases.","","978-1-4799-9923-1","10.1109/ICT-DM.2015.7402033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7402033","pattern recognition;fire analysis;decision tree learning;fire data classification;confidence interval","Fires;Pattern recognition;Heating;Buildings;Firing;Decision trees;Temperature distribution","","4","","21","IEEE","11 Feb 2016","30 Nov.-2 Dec. 2015","30 Nov.-2 Dec. 2015","IEEE","IEEE Conferences"
"Numerical Study on Smoke Temperature Characteristics in T-Shaped Bifurcated Tunnel Fires","K. Song; Y. Yao; F. Ren; Y. Dai; W. Li; H. Liu; R. Feng; B. Dong; L. Jiang","CCCC Guangzhou Dredging Co., Ltd., Guangzhou, China; School of Emergency Management and Safety Engineering, China University of Mining and Technology-Beijing, Beijing, China; Beijing Key Laboratory of Metro Fire and Passenger Transportation Safety, China Academy of Safety Science and Technology, Beijing, China; CCCC Guangzhou Dredging Co., Ltd., Guangzhou, China; CCCC Guangzhou Dredging Co., Ltd., Guangzhou, China; CCCC Guangzhou Dredging Co., Ltd., Guangzhou, China; CCCC Guangzhou Dredging Co., Ltd., Guangzhou, China; CCCC Guangzhou Dredging Co., Ltd., Guangzhou, China; RISE Fire Research, Trondheim, Norway",Journal of Intelligent Construction,"21 Jan 2025","2024","2","2","1","10","Due to the swift progress of subterranean urban transportation, various branching structures emerged one after another. When it brought significant convenience to people's travel, the fire hazard associated with it could not be overlooked. This paper analyzed the impact of the T-shaped bifurcated structure on the temperature characteristics of fire smoke through fire dynamics simulator (FDS) numerical simulation. The findings revealed that the temperature decrease trend of each section below the ceiling in a T-shaped bifurcated tunnel could be accurately described by a double exponential model. Notably, the attenuation coefficient of each section basically remained unchanged under natural ventilation. However, the coefficient varied distinctly and directly related to the dimensionless ventilation velocities (V‘) in each section under longitudinal ventilation. The maximum fire smoke temperature below the tunnel ceiling of the T-shaped bifurcated tunnel was higher than that below the single tunnel ceiling at lower ventilation velocities (V‘ ≤ 0.19), while lower than that below the single tunnel ceiling at higher ventilation velocities (V‘ > 0.19). On the basis of the numerical simulation data, a predictive model to estimate the maximum fire smoke temperature rise below the tunnel ceiling of a T-shaped bifurcated tunnel was proposed.","2958-2652","","10.26599/JIC.2024.9180021","National Natural Science Foundation of China(grant numbers:52206186,52376131); State Key Laboratory of Fire Science(grant numbers:HZ2024-KF02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10848450","T-shaped bifurcated tunnel;numerical simulation;smoke temperature distribution;maximum temperature rise;longitudinal ventilation","Temperature distribution;Transportation;Predictive models;Ventilation;Numerical simulation;Attenuation;Market research;Numerical models;Junctions;Periodic structures","","1","","30","","21 Jan 2025","June 2024","","TUP","TUP Journals"
"Numerical Calculation of Convective Heat Transfer in the Boundary Layer of Tunnel Fire Smoke Based on FDM","Z. Zhu; W. Zhao","School of Rail Transportation, Soochow University, Soochow, China; School of Rail Transportation, Soochow University, Soochow, China","2025 IEEE 4th International Conference on Computing, Communication, Perception and Quantum Technology (CCPQT)","17 Feb 2026","2025","","","1","5","The convective heat transfer from hot smoke in tunnel fires poses a significant threat to the structural integrity of tunnel linings and internal components, representing a major concern for thermal safety in underground spaces. To address this issue, a finite difference method (FDM)-based algorithm is designed to accurately resolve the temperature gradient within the smoke boundary layer adjacent to tunnel walls during fires in this paper, thereby enabling precise analysis of convective heat transfer intensity. The challenges associated with conventional computational fluid dynamics (CFD) methods are circumvented effectively in this approach, such as mesh generation difficulties and high computational costs when resolving thin boundary layers. The proposed FDM algorithm couples and solves the Navier-Stokes equations and the energy conservation equation within the boundary layer. A novel wall function is introduced, which incorporates an additional wall cell influenced by both the near-wall fluid temperature matrix and the internal solid wall temperature matrix. This formulation allows for a more accurate prediction of the wall temperature gradient. Comparative validation against results from the Fire Dynamics Simulator (FDS) demonstrates that the proposed algorithm achieves high accuracy in predicting temperature gradients while significantly reducing computational cost. The feasibility of the FDM approach is confirmed as an effective supplementary tool for addressing small-scale boundary layer problems by these findings.","","979-8-3315-2583-5","10.1109/CCPQT66408.2025.11382629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11382629","tunnel fire;CFD;finite difference method;temperature gradient;convective heat transfer","Accuracy;Heuristic algorithms;Computational fluid dynamics;Prediction algorithms;Solids;Computational efficiency;Frequency division multiplexing;Heat transfer;Space heating;Finite difference methods","","","","23","IEEE","17 Feb 2026","24-26 Oct. 2025","24-26 Oct. 2025","IEEE","IEEE Conferences"
"State Parameter Prediction of Fire Based on Extreme Learning Machine","C. Jiang; Q. Fan","Logistics Research Center, Shanghai Maritime University, Shanghai, China; Logistics Research Center, Shanghai Maritime University, Shanghai, China",2019 IEEE Symposium Series on Computational Intelligence (SSCI),"20 Feb 2020","2019","","","1108","1114","Fire spread process can be simulated through Fire Dynamics Simulation (FDS) accurately. However, it is hard to assist fire rescue scheduling and real-time guidance of crowd evacuation due to its long computational time. To alleviate this problem, a fire surrogate model using extreme learning machine (ELM) is proposed to predict key state parameters of fire in the current study. The data obtained by FDS are used to train and test the fire surrogate model. The results indicate that the fire surrogate model has good prediction performance and short calculation time. Therefore, the proposed fire surrogate model can be used to help fire rescue and crowd evacuation. Finally, the number of hidden neurons and active function in ELM are analyzed.","","978-1-7281-2485-8","10.1109/SSCI44817.2019.9003049","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9003049","Fire model;surrogate model;Extreme Learning Machine;fire parameters prediction.","Fires;Predictive models;Neurons;Computational modeling;Heating systems;Data models;Biological neural networks","","","","21","IEEE","20 Feb 2020","6-9 Dec. 2019","6-9 Dec. 2019","IEEE","IEEE Conferences"
"State parameters prediction of fire using generalized regression neural network","Q. Fan; W. Wang; X. Han; B. Cong","Logistics Research Center, Shanghai Maritime University, Shanghai, P. R. China; Logistics Research Center, Shanghai Maritime University, Shanghai, P. R. China; Shanghai Institute of Disaster Prevention and Relief, Tongji University, Shanghai, P. R. China; Shanghai Institute of Disaster Prevention and Relief, Tongji University, Shanghai, P. R. China","2019 IEEE International Conference on Smart Manufacturing, Industrial & Logistics Engineering (SMILE)","23 Jan 2020","2019","","","150","154","Fire Dynamics Simulation (FDS) can be used to simulate the fire process accurately, but it is time-consuming and unable to meet real-time computing needs. Therefore, it is difficult to be used in fire rescue scheduling and guidance of crowd evacuation in case of emergency. To solve the above mentioned problem, a fire surrogate model using generalized regression neural network (GRNN) is proposed to predict the key state parameters of fire spread process. In the proposed surrogate model, datasets produced by the FDS are employed to train and test the generalized regression neural network. Experimental results indicate that the proposed fire surrogate model not only can satisfy the prediction precision, but also can reduce the computational time significantly. Therefore, the proposed fire surrogate model is a promising tool to assist fire rescue and crowd evacuation.","","978-1-5386-7998-2","10.1109/SMILE45626.2019.8965310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8965310","fire simulation;surrogate model;generalized regression neural network;fire state parameter prediction","Computational modeling;Predictive models;Heating systems;Fitting;Data models;Neurons;Neural networks","","","","20","IEEE","23 Jan 2020","20-21 April 2019","20-21 April 2019","IEEE","IEEE Conferences"
"Building an HPC-as-a-Service Toolkit for User-Interactive HPC Services in the Cloud","X. Li; H. Palit; Y. S. Foo; T. Hung","Advanced Computing Programme, Institute of High Performance Computing, Singapore; Advanced Computing Programme, Institute of High Performance Computing, Singapore; Advanced Computing Programme, Institute of High Performance Computing, Singapore; Advanced Computing Programme, Institute of High Performance Computing, Singapore",2011 IEEE Workshops of International Conference on Advanced Information Networking and Applications,"5 May 2011","2011","","","369","374","It is a challenging task to provide High Performance Computing (HPC) services in the cloud. The estimation of the performance is extremely difficult, and it is affected by the capacity of system (e.g., the number of CPU cores, the access speed of network storage, and the communications throughput among multiple processors) as well as the feature of applications. In this paper, we propose to build a user-interactive HPC-as-a-Service environment, HPC-as-a-Service Toolkit (HPCaaST), to provide HPC services in the cloud. We introduce an adaptive HPC service method which includes pre-process configuration, adaptive estimations, and early data evaluation, to improve the user interactivities of HPC services. Our proposed adaptive method computes the completion times and prices of on-going HPC jobs in real-time, which enables users to start same jobs with different configurations simultaneously and select the best one at an early stage. We conduct experiments with Fire Dynamics Simulator and results show that with the adaptive estimation, users can save much money by selecting the best strategy from four configurations when 10%-20% of the simulation is completed.","","978-1-61284-829-7","10.1109/WAINA.2011.116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5763528","High Performance Computing (HPC) service;HPC-as-a-Service;Computer-on-Demand;Storage-on-Demand","Computers;Servers;Computational modeling;Cloud computing;Program processors;Adaptive estimation;Portals","","10","","9","IEEE","5 May 2011","22-25 March 2011","22-25 March 2011","IEEE","IEEE Conferences"
"Fire Detection using Wireless Sensor Networks: An Approach Based on Statistical Data Modeling","G. Boggia; P. Camarda; L. A. Grieco; M. R. Palattella","DEE, Bari, Italy; DEE, Bari, Italy; DEE, Bari, Italy; DEE, Bari, Italy","2008 New Technologies, Mobility and Security","25 Nov 2008","2008","","","1","5","The aim of this work is to propose an innovative architecture for fire detection, using a wireless sensor network. This scheme is based on the statistical modeling of the Angstrom index. So far, such an index has been applied in outdoor environments. The results obtained by our analysis have extended its validity also to indoor scenarios. A key strength of our system is that each sensor node models the collected measures of the index, in order to transmit, in normal conditions, only the parameters of such a model, thus saving energy. To test the effectiveness of our fire detection system, we have simulated a fire in a building using the fire dynamics simulator. Results have shown that our proposed system is able to reach a good tradeoff between energy consumption and detection delay, in several operative conditions.","2157-4960","978-1-42443547-0","10.1109/NTMS.2008.ECP.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4689100","","Fires;Wireless sensor networks;Temperature sensors;Energy consumption;Delay;Energy efficiency;Electronic mail;Meteorological factors;Meteorology;Fuels","","8","","20","","25 Nov 2008","5-7 Nov. 2008","5-7 Nov. 2008","IEEE","IEEE Conferences"
"Simulation of Gas Contamination by Methane in Blind Drift of Coal Mine","S. A. Lisakov; A. I. Sidorenko; E. V. Sypin","Biysk Technological Institute, Biysk, Russia; Biysk Technological Institute, Biysk, Russia; Biysk Technological Institute, Biysk, Russia",2020 21st International Conference of Young Specialists on Micro/Nanotechnologies and Electron Devices (EDM),"31 Jul 2020","2020","","","244","252","As a result of the work, a computer simulation of the methane gas contamination in blind drift coal mine was carried out. The most probable scenarios of the methane gas contamination occurrence in the blind drifts of coal mines associated with violations of the ventilation operation mode are observed: the occurrence of gas contamination in the blind drift at long shutdown of the local ventilation fan; the occurrence of gas contamination at ventilation pipes lag. The analysis of the approaches to modeling of the gas contamination in mine workings was carried out. It was proposed to use computational fluid dynamics software (Fire Dynamics Simulator) for modeling based on the Large Eddy Simulation (LES) turbulence model in the approximation of small Mach numbers (Ma <0.3) (subsonic approximation) and the Deardorff model for calculating turbulent viscosity. Analytical dependencies were formulated. Initial data for modeling were determined: geometric parameters of the blind drift, ventilation and methane emission parameters, and initial conditions. The adequacy of the developed computer model was verified on the basis of experimental data presented in the literature. The calculated and experimental data on the air velocity and distribution of methane concentration in the mine are in satisfactory agreement. The data on the air velocity and methane concentration distribution for the studied scenarios were analyzed. The change in the concentration of methane in the working process was shown, depending on the shutdown duration of the local ventilation fan and when the ventilation pipes lag.","2325-419X","978-1-7281-6846-3","10.1109/EDM49804.2020.9153520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9153520","Multicriteria optical-electronic device;gas contamination;methane;emergency situation;pre-emergency situation;coal mine.","Contamination;Coal mining;Ventilation;Computational modeling;Methane;Mathematical model;Fuel processing industries","","2","","23","IEEE","31 Jul 2020","29 June-3 July 2020","29 June-3 July 2020","IEEE","IEEE Conferences"
"Telescopic Data Compression in Dense Sensor Networks that Support Fire-Fighters","Y. H. Cheung; N. F. Maxemchuk","Department of Electrical Engineering, Columbia University, New York, NY, USA; Department of Electrical Engineering, Columbia University, New York, NY, USA",IEEE GLOBECOM 2007 - IEEE Global Telecommunications Conference,"26 Dec 2007","2007","","","914","919","In a dense sensor network, sensors are randomly placed at a density high enough that over-sampling of a physical field occurs. Depending upon the application, very often some regions contain more information than the rest. For optimal energy efficiency, the amount of compression and hence the sensing accuracy should vary with the relative significance of different sub-regions. To achieve this goal, we propose a progressive data collection scheme. First, the more significant low-frequency components, which give a crude profile of the signal, are extracted and forwarded to the destination. Then, based on the rough profile, an application may identify some strategic areas and request additional details, i.e. components of higher frequencies, from them until the desired resolution is reached. This process of sensing a phenomenon is like making observations through a telescope: starting with a panoramic view of low resolution, then gradually zooming into a target region to reveal finer details. Noise in data can also be effectively removed during the process by applying digital low-pass filtering locally within sensor clusters. Simulation results based on the temperature distribution of a fire in one of the engineering buildings on the Columbia campus generated by the NIST Fire Dynamics Simulator show that with a sensor density of 1.2 /m2 and a SNR of 6 dB, using a simple Gaussian low-pass filter for local compression, an average overall improvement of 4.4 dB can be obtained while collecting only 4.8% of the raw data traffic at the processing center, resulting in a reconstructed field deemed accurate enough for extracting crucial information about a fire.","1930-529X","978-1-4244-1042-2","10.1109/GLOCOM.2007.176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4411086","","Data compression;Fires;Data mining;Low pass filters;Energy efficiency;Frequency;Signal resolution;Telescopes;Digital filters;Filtering","","1","1","12","IEEE","26 Dec 2007","26-30 Nov. 2007","26-30 Nov. 2007","IEEE","IEEE Conferences"
"Research on Adaptation of Multi-Criterial Electro-Optical System under Object in the Form of Belt Roadway of Coal Mine for Fire Control","S. Lisakov; A. Sidorenko; E. Sypin","Dept. of Methods and Means of Measuring and Automation, Biysk Technological Institute, Biysk, Russia; Dept. of Methods and Means of Measuring and Automation, Biysk Technological Institute, Biysk, Russia; Dept. of Methods and Means of Measuring and Automation, Biysk Technological Institute, Biysk, Russia",2021 IEEE 22nd International Conference of Young Professionals in Electron Devices and Materials (EDM),"16 Aug 2021","2021","","","287","295","The research was carried out to adapt a multi-criterial electro-optical system under the object in the form of the belt roadway of coal mine for fire control. The study was carried out based on computer simulation in the Fire Dynamics Simulator. Approach was determined for the placement of CO and CO2 concentration sensors and flame sensors. Approach ensure the minimum time for fire detection after reaching the maximum permissible CO concentration of 0.0017% vol. and by exceeding the CO/CO2 concentration ratio of the threshold of 0.03. Flame sensors are placed at points in the belt roadway with the highest values of registered irradiance. Fire scenario during ignition from friction of conveyor belt was considered for the airflow velocity Va from 0.5 to 4 m/s. The CO and CO2 sensors are placed as close as possible to the roof in the burning zone of conveyor belt. The distance from the CO and CO2 sensors to the likely place of fire is set taking into account the influence of airflow velocity Va on the distribution of CO and CO2 in the space of belt roadway. The distance from the CO and CO2 sensors to place of fire is set from 5 to 17 m for Va from 1.5 to 4 m/s. CO and CO2 sensors are located under the roof at distance of 100 to 300 m from each other in the linear part of belt roadway. This provides the detection time of no more than 600 s for Va from 0.5 to 4 m/s. The CO and CO2 sensors are placed in pairs under complex control using the CO/CO2 ratio. Flame sensors are oriented in the direction of airflow. Flame sensors are located in area with low concentration of combustion products at the height of 1.6 m from the floor and at the distance of 1 m from the place of ignition. The error of situations prediction by NAR type neural network was estimated. Error of prediction for the alarming situation does not exceed 19%, for the pre-emergency situation does not exceed 20%, for the emergency does not exceed 20%.","2325-419X","978-1-6654-1498-2","10.1109/EDM52169.2021.9507631","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9507631","multicriterial electro-optical system;fire;conveyor belt;placement of sensors;carbon monoxide;carbon dioxide","Friction;Computer simulation;Neural networks;Fires;Ignition;Belts;Sensors","","","","21","IEEE","16 Aug 2021","30 June-4 July 2021","30 June-4 July 2021","IEEE","IEEE Conferences"
"The Application of Fire Risk Evaluation Method in Fire Safety Evaluation for an Underground Shopping Mall","H. Ren; W. Chen; Y. He; N. Chang; H. Ren","Fire supervisory authority, Qitaihe Municipal Fire Brigade, Qitaihe, China; Fire supervisory authority, Qitaihe Municipal Fire Brigade, Qitaihe, China; Fundament Department, Chinese People''s Armed Police Force Academy, Langfang, China; Fundament Department, Chinese People''s Armed Police Force Academy, Langfang, China; Department of Force Management, Chinese People''s Armed Police Force Academy, Langfang, China",2009 International Conference on Information Engineering and Computer Science,"28 Dec 2009","2009","","","1","4","In the guidance of the thoughts from fire safety engineering and according to the kinetic mechanism of the occurrence and development of fire and the technological principle of fire prevention and control, this paper preliminarily studies the application of fire risk evaluation method in the fire safety engineering of an underground construction. By determining fire security goal, performance criterion and key fire danger zone, this paper uses FDS software to carry out a fire and smoke spread computer numerical simulation and obtains available safe evacuation time; simultaneously, it obtains required safe evacuation time in this underground construction by using an empirical formula computation method. After a comparison of these two kinds of time, it puts forward 6 measures to control fire smoke, which can provide reference for the improvement of this construction's fire safety planning and design.","2156-7387","978-1-4244-4994-1","10.1109/ICIECS.2009.5364965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364965","","Fires;Safety;Protection;Security;Helium;Risk management;Technology management;Engineering management;Kinetic theory;Force control","","2","","3","IEEE","28 Dec 2009","19-20 Dec. 2009","19-20 Dec. 2009","IEEE","IEEE Conferences"
"Fire Risk Analysis of Air-supported Membrane Structure Coal Storage Shed","G. Chai; G. Zhu; J. Zhou; Z. Wang; S. Gao; Y. Gao","Jiangsu Key Laboratory of Fire Safety in Urban Underground Space, School of Safety Engineering, China University of Mining and Technology, Xuzhou, China; Jiangsu Key Laboratory of Fire Safety in Urban Underground Space, School of Safety Engineering, China University of Mining and Technology, Xuzhou, China; Jiangsu Key Laboratory of Fire Safety in Urban Underground Space, School of Safety Engineering, China University of Mining and Technology, Xuzhou, China; Jiangsu Key Laboratory of Fire Safety in Urban Underground Space, School of Safety Engineering, China University of Mining and Technology, Xuzhou, China; Jiangsu Key Laboratory of Fire Safety in Urban Underground Space, School of Safety Engineering, China University of Mining and Technology, Xuzhou, China; Faculty of Geosciences and Environmental Engineering, Southwest Jiaotong University, Chengdu, China",2019 9th International Conference on Fire Science and Fire Protection Engineering (ICFSFPE),"6 Apr 2020","2019","","","1","9","Membrane structure coal shed is now widely used because of its economic, environment-friendly, convenient and fast construction. As a new type of building, there is a large amount of combustible coal stored in it, and its fire risk is self-evident. Therefore, it is necessary to ensure the safety of personnel under fire and the integrity of the building itself to meet its fire protection requirements. Based on a case of coal storage shed project, this paper tests and characterizes the ignition point and heat release of membrane structural materials, and carries out numerical simulation of fire in membrane structure coal shed. The structural stability under fire was analyzed by its temperature field, smoke spread and heat flow radiation. The results show that the critical ignition temperature of the membrane is 302.2 °C and the critical pilot heat flow is 16.5 kW/m2. Through the FDS numerical simulation of the membrane structure coal shed fire, the maximum temperature of the membrane structure surface in fire scenes 1 and 2 is 120 and 65 °C, respectively, and the heat flow is 5 and 2.5 kW/m2, which is lower than the critical ignition temperature obtained by the experiment. The critical ignition heat flow does not cause the membrane structure coal shed to be burned out of the hole, thereby affecting its structural stability. The visibility of smoke in fire scene 1 is not less than 10 m at 1350 s, while the visibility of smoke in fire scene 2 is less than 2 m at 1350 s, which seriously affects the safe evacuation of personnel. The membrane structure coal shed is a kind of air-powered fully enclosed structure. The air control inside the coal shed is very strict. Therefore, the corresponding air replacement system should be set to meet the safety under fire.","","978-1-7281-5322-3","10.1109/ICFSFPE48751.2019.9055817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9055817","air-supported membrane structure;coal shed;fire safety;ignition temperature;ignition heat flux;smoke visibility","Heating systems;Meters;Buildings;Coal;Ignition;Numerical simulation;Combustion;Structural engineering;Personnel;Protection","","1","","19","IEEE","6 Apr 2020","18-20 Oct. 2019","18-20 Oct. 2019","IEEE","IEEE Conferences"
